zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent,year
92119,23057,16802,823,78,1190,3235,51,769,0.7287157912998222,2010
92120,26317,18924,936,92,1599,3705,57,929,0.719078922369571,2010
92121,4179,2135,54,4,1414,399,10,158,0.5108877721943048,2010
92122,43728,23716,639,56,13549,4082,141,1473,0.5423527259421881,2010
92123,26823,13791,2275,154,3778,5192,76,1364,0.5141483055586623,2010
92124,30443,18524,1885,128,3047,4877,75,1747,0.6084814243011529,2010
92126,73343,23737,3166,197,31903,10197,208,3443,0.3236437015120734,2010
92127,39337,21981,917,67,10623,3729,111,1816,0.5587868927472863,2010
92128,47490,30414,1046,93,10050,4007,77,1707,0.6404295641187618,2010
92129,51536,27041,1254,93,15341,5061,125,2482,0.5247011797578391,2010
92130,48940,30668,394,53,12216,3692,130,1750,0.626644871270944,2010
92131,32787,20577,707,73,7212,2765,92,1303,0.627596303412938,2010
92132,0,0,0,0,0,0,0,0,,2010
92134,198,102,28,3,21,34,0,10,0.5151515151515151,2010
92135,571,409,57,1,18,74,0,12,0.7162872154115587,2010
92139,35125,4639,4412,55,11004,13120,75,1403,0.1320711743772242,2010
92140,3435,2400,141,45,87,644,8,94,0.6986899563318777,2010
92145,1449,705,63,0,446,160,3,66,0.4865424430641822,2010
92147,559,384,56,1,27,75,2,11,0.6869409660107334,2010
92154,79708,10296,4169,157,10389,52390,250,1785,0.1291714758869875,2010
92155,550,324,69,5,28,99,2,20,0.5890909090909091,2010
92173,29429,810,343,17,617,27436,14,150,0.0275238710115872,2010
92201,61827,12680,1234,137,874,46370,73,434,0.205088391802934,2010
92203,25605,12901,510,107,857,10819,29,357,0.5038469049013864,2010
92210,4677,4330,26,20,76,182,1,40,0.9258071413299124,2010
92211,24294,19647,406,57,763,3067,39,287,0.8087182020251914,2010
92220,31638,13775,2051,841,1567,12629,34,698,0.4353941462797901,2010
92222,45,19,0,0,0,26,0,0,0.4222222222222222,2010
92223,43605,20713,2219,364,2846,16330,73,989,0.4750143332186676,2010
92225,24310,7271,3179,174,298,12936,168,255,0.2990950226244344,2010
92227,26234,4203,377,92,247,21097,17,181,0.1602119387054967,2010
92230,2550,1075,132,59,38,1143,0,89,0.4215686274509804,2010
92231,39073,696,51,26,418,37803,44,34,0.0178128119161569,2010
92233,8099,1093,1604,51,78,5174,18,60,0.1349549327077417,2010
92234,51151,16485,1108,228,2448,30083,69,683,0.3222810893237668,2010
92236,41083,968,140,56,169,39593,29,115,0.0235620572986393,2010
92239,223,167,1,0,3,45,0,7,0.7488789237668162,2010
92240,34722,11815,2134,193,689,19171,29,619,0.3402741777547376,2010
92241,8803,5089,100,49,73,3376,11,96,0.5780983755537885,2010
92242,1539,1236,15,47,2,183,0,55,0.8031189083820662,2010
92243,48030,7132,959,113,871,38536,60,336,0.148490526754112,2010
92249,7334,179,21,8,43,7060,2,21,0.0244068721025361,2010
92250,8285,1867,25,13,49,6276,1,51,0.2253470126735063,2010
92251,21583,4291,1822,59,350,14875,29,148,0.198813881295464,2010
92252,9647,7246,257,81,124,1591,12,319,0.7511143360630248,2010
92253,37262,23583,599,97,1088,11217,62,591,0.6328967849283452,2010
92254,12768,222,25,18,31,12442,12,12,0.0173872180451127,2010
92256,3588,2840,38,50,34,531,5,86,0.7915273132664437,2010
92257,2326,1199,82,25,42,943,7,28,0.5154772141014617,2010
92258,861,173,55,5,7,615,0,6,0.2009291521486643,2010
92259,390,288,1,2,5,93,0,1,0.7384615384615385,2010
92260,31753,21621,436,98,926,8195,45,406,0.6809120398072623,2010
92262,26179,14939,1460,190,1007,7993,54,509,0.5706482294969251,2010
92264,19383,13962,413,91,921,3650,16,297,0.7203219315895373,2010
92266,234,171,1,5,1,45,0,11,0.7307692307692307,2010
92267,126,112,0,1,0,13,0,0,0.8888888888888888,2010
92268,574,523,8,2,3,21,1,16,0.911149825783972,2010
92270,17220,14067,235,61,639,1964,30,211,0.8168989547038328,2010
92273,1823,192,21,0,17,1564,1,26,0.1053208996160175,2010
92274,19801,1527,77,183,132,17747,18,109,0.0771173173072067,2010
92275,1506,640,39,12,32,763,1,19,0.4249667994687915,2010
92276,7585,3212,80,33,110,4042,15,85,0.4234673698088332,2010
92277,23911,14731,1746,209,855,4836,40,1176,0.6160762828823554,2010
92278,3846,2515,243,59,130,788,3,92,0.6539261570462819,2010
92280,14,7,3,2,0,1,0,1,0.5,2010
92281,2432,311,9,6,7,2082,2,15,0.1278782894736842,2010
92282,1239,743,51,26,25,370,1,23,0.5996771589991929,2010
92283,3158,637,48,1184,11,1175,1,102,0.2017099430018999,2010
92284,25095,18725,649,177,487,4384,35,595,0.7461645746164575,2010
92285,2632,2066,20,39,25,423,2,56,0.7849544072948328,2010
92301,32725,5816,6241,106,530,18974,105,775,0.1777234530175706,2010
92304,17,3,0,0,0,10,0,4,0.1764705882352941,2010
92305,535,422,0,3,5,89,1,14,0.788785046728972,2010
92307,37630,21904,3156,195,893,10151,80,1115,0.5820887589689078,2010
92308,39837,22353,3084,221,1151,11810,54,1027,0.5611115294826418,2010
92309,763,212,1,6,10,510,4,6,0.2778505897771953,2010
92310,8845,4567,1008,67,379,2261,30,423,0.5163369135104579,2010
92311,31894,12260,3525,384,820,13457,29,1111,0.3843983194331222,2010
92313,12025,5575,637,42,735,4708,35,272,0.4636174636174636,2010
92314,10162,7697,64,92,81,1940,16,258,0.7574296398346783,2010
92315,5094,3742,21,37,72,1085,9,118,0.7345897133882999,2010
92316,30830,4439,1195,84,433,24305,39,283,0.1439831333117093,2010
92320,7788,5678,75,67,83,1740,5,131,0.729070364663585,2010
92321,1522,961,3,3,13,492,0,42,0.6314060446780552,2010
92322,1257,988,4,7,13,174,2,67,0.7859984089101034,2010
92324,56505,7903,4771,137,2575,39963,100,919,0.139863728873551,2010
92325,9391,7223,87,92,77,1577,14,310,0.7691406665956767,2010
92327,632,420,7,51,3,135,1,11,0.6645569620253164,2010
92328,445,360,7,16,2,48,2,6,0.8089887640449438,2010
92332,65,39,2,5,0,19,0,0,0.6,2010
92333,472,425,0,0,5,34,0,5,0.9004237288135594,2010
92335,95397,10863,3974,189,1380,77934,104,662,0.1138715053932513,2010
92336,88419,16982,11028,203,9129,48835,197,1875,0.1920627919338603,2010
92337,37849,4373,3740,100,2398,26578,72,527,0.1155380591296996,2010
92338,12,10,0,0,0,2,0,0,0.8333333333333334,2010
92339,885,711,5,8,11,107,5,38,0.8033898305084746,2010
92341,410,348,0,2,2,50,0,8,0.848780487804878,2010
92342,6379,4401,332,36,209,1237,9,140,0.6899200501646026,2010
92344,20769,8967,1315,105,791,9119,43,378,0.4317492416582406,2010
92345,78715,33828,3787,378,1139,37797,138,1470,0.4297529060534841,2010
92346,54923,20492,6168,273,3946,22306,74,1493,0.3731041640114342,2010
92347,1692,903,48,17,15,679,3,26,0.5336879432624113,2010
92352,8004,6186,62,35,89,1416,10,195,0.7728635682158921,2010
92354,21559,7642,1730,51,6424,4790,66,721,0.3544691312212997,2010
92356,6455,4298,187,75,106,1608,2,173,0.6658404337722695,2010
92358,707,557,6,2,23,101,0,18,0.7878359264497878,2010
92359,8103,4291,352,47,294,2865,23,211,0.5295569542144885,2010
92363,5321,3357,94,470,36,1165,2,191,0.6308964480360835,2010
92364,90,54,2,3,1,22,4,4,0.6,2010
92365,2637,1790,77,9,31,650,4,57,0.6788016685627607,2010
92368,1113,459,10,11,14,590,0,29,0.4123989218328841,2010
92371,16763,10474,282,79,547,4922,28,397,0.6248284913201694,2010
92372,6220,4376,52,26,170,1463,7,124,0.7035369774919614,2010
92373,33423,21448,1336,124,2892,6509,77,972,0.6417137899051552,2010
92374,40267,17983,2367,122,2919,15636,68,1020,0.4465939851491295,2010
92376,81516,8608,11941,201,1425,57864,146,1073,0.105598900829285,2010
92377,19989,4166,4073,47,609,10546,41,415,0.208414628045425,2010
92378,183,125,1,0,4,46,0,6,0.6830601092896175,2010
92382,5268,4208,25,35,56,733,11,193,0.7987851176917237,2010
92384,36,32,1,1,1,0,0,1,0.8888888888888888,2010
92385,313,267,9,0,5,22,4,2,0.853035143769968,2010
92386,2270,1730,8,35,17,398,2,77,0.762114537444934,2010
92389,156,121,1,8,2,8,0,16,0.7756410256410257,2010
92391,2534,1622,16,23,27,757,2,83,0.6400947119179163,2010
92392,54858,17344,7425,238,2153,25768,132,1603,0.3161617266396879,2010
92394,33237,7289,6842,358,1333,16211,78,993,0.2193037879471673,2010
92395,42400,16565,5045,225,1366,17756,102,1229,0.3906839622641509,2010
92397,4894,4069,35,25,57,588,5,108,0.8314262362076011,2010
92398,1379,921,33,17,30,348,3,25,0.6678752719361857,2010
92399,52606,34793,805,264,1377,14126,88,1090,0.6613884347793028,2010
92401,1932,242,412,17,42,1179,2,37,0.1252587991718426,2010
92404,58271,14287,8619,261,1422,32129,105,1257,0.2451819944740951,2010
92405,28873,5814,3607,144,342,18298,43,549,0.2013645966820212,2010
92407,56689,14913,7025,213,2228,30776,150,1273,0.2630669089241299,2010
92408,15271,2510,1862,82,2253,8087,68,353,0.1643638268613712,2010
92410,49410,4724,5944,166,1303,36356,52,697,0.0956081764824934,2010
92411,26214,916,4386,79,536,19887,26,237,0.0349431601434348,2010
92501,20970,6606,1894,110,884,10865,30,487,0.3150214592274678,2010
92503,84519,24537,3794,362,5110,48799,153,1467,0.2903134206509778,2010
92504,53778,21137,3014,239,1893,26091,101,1159,0.3930417642902302,2010
92505,47672,12832,2548,203,3252,27595,101,892,0.2691726799798624,2010
92506,44001,25598,2277,188,1965,12722,69,1088,0.5817595054657849,2010
92507,58002,14552,5662,193,8686,27022,169,1530,0.2508879004172269,2010
92508,35000,16458,2957,98,3807,10453,71,1074,0.4702285714285714,2010
92509,75196,18967,2559,245,1823,50407,120,885,0.2522341613915634,2010
92518,1162,751,167,6,35,172,0,29,0.6462994836488812,2010
92530,50216,19809,1786,216,1224,25803,99,1149,0.3944758642663692,2010
92532,18644,7952,1132,58,1971,6899,30,554,0.4265179146105985,2010
92536,3810,2788,30,46,54,778,10,97,0.731758530183727,2010
92539,4734,3188,33,188,46,1159,11,105,0.6734262779890157,2010
92543,33555,15830,1938,238,512,14105,51,788,0.4717627775294293,2010
92544,44734,26174,1581,433,771,14714,34,946,0.5851030536057585,2010
92545,39457,21909,2307,238,1561,12194,41,1078,0.5552626910307423,2010
92548,6643,2993,115,36,52,3324,5,98,0.4505494505494505,2010
92549,3926,3129,32,24,134,488,2,113,0.7969943963321446,2010
92551,30815,4029,5721,79,1711,18321,67,733,0.1307480123316566,2010
92553,73722,9950,11334,195,3438,46589,131,1631,0.1349664957543203,2010
92555,39076,9113,7582,121,3733,17048,114,1191,0.2332122018630361,2010
92557,50320,13730,8566,184,2552,23489,76,1509,0.2728537360890302,2010
92561,1661,1346,11,72,15,189,2,26,0.8103552077062011,2010
92562,62079,38051,2470,220,4056,14997,83,2026,0.6129447961468452,2010
92563,53892,26304,3462,227,6819,14553,92,2218,0.488087285682476,2010
92567,9459,3850,125,63,90,5162,17,132,0.4070197695316629,2010
92570,53697,11067,3891,163,842,36832,87,725,0.2061008994915917,2010
92571,52516,5544,6241,95,1999,37331,128,978,0.1055678269479777,2010
92582,15649,5156,1227,117,749,7921,32,413,0.3294779219119432,2010
92583,30236,11324,1487,640,538,15483,32,663,0.3745204392115359,2010
92584,43400,22904,2379,155,2979,13274,70,1467,0.5277419354838709,2010
92585,17797,7658,791,68,674,8120,28,400,0.4302972411080519,2010
92586,19815,13167,965,100,575,4543,39,374,0.6644965934897805,2010
92587,16675,11001,262,63,274,4636,29,357,0.6597301349325337,2010
92590,3660,2046,50,13,194,1268,2,85,0.559016393442623,2010
92591,38272,21890,1520,185,3288,9970,56,1248,0.5719586120401338,2010
92592,72492,43127,2474,764,6914,16107,117,2757,0.5949208188489764,2010
92595,29851,16394,915,179,1373,10021,52,867,0.5491943318481793,2010
92596,23172,11686,1333,113,2353,6591,25,959,0.5043155532539272,2010
92602,22871,8408,424,11,10638,2258,37,1056,0.3676271260548293,2010
92603,20184,10961,140,10,7046,1093,45,875,0.5430539040824416,2010
92604,26853,13931,405,28,8428,2923,92,1000,0.518787472535657,2010
92606,21495,7904,440,28,9806,2186,51,1054,0.3677134217259828,2010
92610,11248,6825,172,28,2165,1521,15,508,0.6067745376955903,2010
92612,27522,13713,506,29,9554,2358,64,1257,0.4982559407019838,2010
92614,24748,11857,445,28,8694,2288,67,1332,0.4791094229836754,2010
92617,14044,5182,231,13,6143,1719,62,686,0.368983195670749,2010
92618,16366,7476,285,25,6085,1717,46,694,0.4568006843455945,2010
92620,38486,16471,622,30,16377,3127,90,1723,0.4279738086576937,2010
92624,7248,5339,45,27,203,1424,11,191,0.7366169977924945,2010
92625,12478,10970,46,20,588,609,17,216,0.8791472992466741,2010
92626,49341,27795,855,130,6326,12358,104,1499,0.5633246184714538,2010
92627,61510,29871,502,136,2201,27180,143,1261,0.4856283531133149,2010
92629,25756,19864,208,81,822,4187,50,515,0.7712377698400372,2010
92630,59182,32708,905,157,7155,16375,141,1595,0.5526680409583995,2010
92637,16012,13418,104,18,1613,649,20,180,0.8379965026230327,2010
92646,55224,40422,376,156,5885,6332,105,1779,0.7319643633202956,2010
92647,57245,31017,764,170,7291,15798,102,1871,0.5418289806970041,2010
92648,45317,32522,297,114,4642,6130,106,1394,0.7176556259240462,2010
92649,32463,23858,202,92,3019,4177,82,951,0.7349289960878539,2010
92651,23881,20521,169,38,831,1696,52,561,0.8593023742724342,2010
92653,29291,17918,359,53,3586,6252,59,1024,0.6117237376668602,2010
92655,8337,1667,57,24,3940,2450,10,151,0.1999520211107112,2010
92656,49046,30521,905,81,7106,8153,140,2060,0.6222933572564531,2010
92657,9741,7043,45,4,1697,509,24,417,0.7230263833282004,2010
92660,34797,28498,249,66,2610,2504,64,775,0.8189786475845618,2010
92661,3744,3335,30,7,65,233,7,59,0.8907585470085471,2010
92662,2756,2552,10,9,35,120,2,28,0.9259796806966618,2010
92663,21649,17741,186,46,915,2200,51,468,0.8194835789181948,2010
92672,34464,25536,186,133,923,6791,52,789,0.7409470752089137,2010
92673,29309,22907,178,62,1352,3936,37,813,0.7815688013920639,2010
92675,34731,19403,146,156,956,13426,43,570,0.5586651694451643,2010
92676,1945,1637,3,11,68,163,5,56,0.8416452442159383,2010
92677,63297,45927,698,117,5400,8805,120,2151,0.7255794113465093,2010
92678,494,405,5,5,4,58,4,13,0.819838056680162,2010
92679,32611,25504,339,51,2188,3390,59,1033,0.7820674005703597,2010
92683,89747,23036,701,132,42398,21176,113,1867,0.2566771034129274,2010
92688,43792,28120,760,80,4414,8737,89,1507,0.6421264157837048,2010
92691,47582,32012,581,97,3785,9394,99,1552,0.6727754192761969,2010
92692,47222,33149,578,80,4702,6846,102,1680,0.7019821269747152,2010
92694,21944,15142,288,32,2625,2872,31,927,0.6900291651476486,2010
92701,53908,3297,393,67,1912,47925,66,206,0.0611597536543741,2010
92703,65445,3200,683,86,9319,51628,84,283,0.0488960195584078,2010
92704,88123,7506,878,153,14615,63906,90,718,0.0851764011665513,2010
92705,44706,22429,488,104,3021,17634,104,786,0.5016999955263276,2010
92706,36457,6286,379,80,2924,26317,37,320,0.1724223057300381,2010
92707,59492,4646,491,84,3888,49775,56,404,0.0780945337188193,2010
92708,56004,27302,497,127,18389,7773,113,1640,0.4875008927933719,2010
92780,57741,19026,1209,123,7865,28012,135,1144,0.3295058970229126,2010
92782,23032,10803,373,23,7648,3162,55,938,0.4690430705105939,2010
92801,62068,11879,2186,103,9750,36736,103,1037,0.1913868660179158,2010
92802,42709,8589,992,123,5677,26389,80,627,0.201105153480531,2010
92804,85914,21798,2540,212,18304,40475,192,1698,0.2537188351141839,2010
92805,70401,9716,879,139,4953,53787,103,659,0.1380094032755216,2010
92806,37173,11012,853,88,4351,20011,63,647,0.2962365157506793,2010
92807,36171,21066,691,84,5490,7579,88,1106,0.5824002654059882,2010
92808,20039,11732,367,36,4242,2886,44,717,0.5854583562053994,2010
92821,35533,18929,448,82,5876,9198,75,867,0.5327160667548476,2010
92823,3613,1684,42,8,1173,591,7,104,0.4660946581787988,2010
92831,34204,15266,926,71,5466,11396,63,935,0.4463220675944334,2010
92832,24752,7992,513,56,2287,13395,42,412,0.3228829993535876,2010
92833,51767,14474,931,81,17701,17378,100,1000,0.2795989723182722,2010
92835,24010,13681,405,42,4959,4241,37,615,0.5698042482299042,2010
92840,54083,11802,638,110,16404,23834,91,845,0.2182201431133628,2010
92841,32845,8165,414,79,13002,10334,42,619,0.2485918709088141,2010
92843,45214,4857,337,59,18607,20527,35,499,0.1074224797629053,2010
92844,24307,3331,253,37,14070,6044,32,405,0.1370387131279055,2010
92845,16333,11081,146,31,1819,2654,28,500,0.6784424171921876,2010
92860,27198,15372,1858,150,869,8396,32,469,0.5651886168100596,2010
92861,5781,4154,42,26,843,595,11,109,0.7185608026293029,2010
92865,19704,9470,289,54,2173,7290,25,367,0.4806130734876167,2010
92866,14885,7760,172,34,750,5852,19,261,0.5213301981860934,2010
92867,44515,22097,425,116,4696,16103,74,922,0.4963944737728855,2010
92868,25404,7793,676,82,3366,12900,49,424,0.3067627145331444,2010
92869,37184,18154,350,81,4451,13253,80,750,0.4882207401032702,2010
92870,52033,23609,842,130,7637,18654,74,1028,0.4537312859147079,2010
92879,46745,13175,3167,150,4307,24713,81,1016,0.2818483260241737,2010
92880,58763,16352,4656,149,12211,23601,108,1512,0.2782703401800452,2010
92881,30991,15062,1760,75,3068,10023,54,852,0.4860120680197476,2010
92882,67917,24172,2488,196,5803,33483,136,1422,0.3559050016932432,2010
92883,29301,15047,1844,62,2956,8326,40,952,0.5135319613665063,2010
92886,46564,30976,563,103,6597,7029,112,1134,0.6652349454514217,2010
92887,20006,12940,256,20,3486,2575,42,656,0.6468059582125363,2010
93001,32990,17872,375,187,602,13084,47,779,0.5417399211882389,2010
93003,50474,31754,739,243,1929,14285,96,1333,0.6291159805048143,2010
93004,29149,17330,408,145,1078,9271,44,838,0.5945315448214347,2010
93010,42901,26172,829,115,3208,11186,68,1248,0.6100557096571175,2010
93012,34617,22898,507,61,3927,6065,68,1039,0.6614669093220095,2010
93013,16091,8189,95,42,365,7153,24,211,0.5089180287117022,2010
93015,17334,4250,57,53,138,12633,30,163,0.2451828775816315,2010
93021,36422,20803,497,85,2375,11556,71,997,0.5711657789248257,2010
93022,6106,4258,16,54,70,1589,13,104,0.6973468719292499,2010
93023,20589,15657,102,109,341,3961,40,373,0.7604546116858517,2010
93030,59372,6893,1606,128,4034,45672,80,799,0.1160984976083002,2010
93033,82728,5540,1422,149,6020,68392,80,873,0.0669664442510395,2010
93035,27732,12549,790,72,1734,11794,45,692,0.4525097360450021,2010
93036,41691,7982,1022,109,2519,29234,43,694,0.1914561895852821,2010
93040,2031,251,14,4,13,1727,0,22,0.1235844411619891,2010
93041,23641,8479,1122,113,1288,11762,39,720,0.3586565712110316,2010
93042,56,40,5,0,2,8,0,0,0.7142857142857143,2010
93043,333,175,27,3,11,111,2,4,0.5255255255255256,2010
93060,32811,7010,107,116,216,25113,25,209,0.2136478619975008,2010
93063,54366,35271,678,142,5136,11477,91,1524,0.64876945149542,2010
93064,40,21,0,0,0,16,1,2,0.525,2010
93065,72508,44766,959,223,6260,17847,189,2162,0.6173939427373532,2010
93066,3102,1806,21,14,85,1132,1,35,0.5822050290135397,2010
93067,895,706,2,5,24,138,2,18,0.788826815642458,2010
93101,31683,13857,453,120,918,15632,88,575,0.4373638859956443,2010
93103,20249,8338,302,100,420,10741,26,306,0.4117734209096745,2010
93105,24815,18598,208,50,811,4586,41,488,0.7494660487608301,2010
93108,11112,9752,53,38,282,768,24,189,0.8776097912167027,2010
93109,10858,8192,114,29,530,1684,22,266,0.7544667526247928,2010
93110,16829,10589,305,56,811,4625,43,382,0.6292114801830174,2010
93111,17370,11492,159,45,1046,4189,35,386,0.6616004605641911,2010
93117,53217,28876,901,147,5927,15412,140,1751,0.5426085649322585,2010
93201,1348,227,22,6,10,1075,2,6,0.1683976261127596,2010
93202,4143,1047,90,23,85,2818,1,70,0.2527154236060825,2010
93203,20938,1233,110,48,164,19215,32,134,0.0588881459547234,2010
93204,15529,2399,1540,82,102,11140,197,65,0.1544851568034,2010
93205,2113,1774,4,48,13,204,5,62,0.8395646000946522,2010
93206,2300,470,41,11,17,1730,8,23,0.2043478260869565,2010
93207,263,237,0,4,4,15,0,3,0.9011406844106464,2010
93208,104,93,0,0,0,7,2,2,0.8942307692307693,2010
