zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
92011,24895,18047,248,0,1991,3724,159,650,0.7249246836714199
92014,14048,11624,66,0,1025,870,9,443,0.8274487471526196
92019,43116,28509,1364,138,1101,10291,15,1638,0.6612162538268856
92020,58862,35396,3093,151,2116,15113,255,2421,0.6013387244741939
92021,71127,39751,3218,177,1986,22022,72,3274,0.5588735641880017
92024,51309,39665,349,151,2299,7349,104,1333,0.7730612563098092
92025,53470,17975,944,235,2379,30355,17,1449,0.3361698148494483
92026,48757,23638,1044,69,4314,18067,91,1420,0.48481243718850625
92027,57746,20371,1095,25,4100,30260,118,1569,0.35276902296262946
92028,48015,26871,1047,99,1494,17613,56,827,0.5596376132458607
92029,18615,12761,322,14,1084,3817,0,565,0.685522428149342
92036,2201,1707,52,67,12,276,0,87,0.7755565651976375
92037,39893,30484,504,69,4065,3466,101,1176,0.7641440854285213
92040,44243,32166,637,790,989,8118,47,1073,0.7270302646746378
92054,43554,23110,1314,236,1415,15843,19,1427,0.5306056848969096
92055,11959,7327,1164,177,441,2653,28,88,0.6126766452044485
92056,54181,30259,2228,271,3698,15648,45,1498,0.5584799099315259
92057,57276,24794,3873,136,5509,20416,106,2124,0.4328863747468399
92058,46569,22006,3951,306,2391,16106,47,1545,0.47254611436792715
92059,1271,265,35,423,54,443,0,41,0.2084972462627852
92060,101,91,0,0,0,10,0,0,0.900990099009901
92061,2259,409,7,823,53,901,0,66,0.18105356352368304
92064,49981,31842,464,23,6436,9221,83,1894,0.637082091194654
92065,37826,25976,540,145,730,9175,30,1192,0.6867234177549834
92066,580,407,10,142,0,15,0,6,0.7017241379310345
92067,9028,7634,160,0,91,997,0,146,0.8455914931324767
92069,49638,18114,1072,163,4600,23901,38,1400,0.36492203553728997
92070,919,431,0,273,66,140,0,9,0.4689880304678999
92071,57245,40002,1105,226,2627,10567,30,2535,0.6987859201677002
92075,12754,10036,41,0,597,1468,0,612,0.7868903873294653
92078,49261,27541,1389,263,4560,13336,31,1906,0.5590832504415257
92081,29039,17428,581,33,2434,7671,19,867,0.6001584076586659
92082,19263,13039,94,719,833,4065,28,439,0.6768935264496704
92083,38107,12133,1165,79,1412,22526,39,660,0.31839294617786756
92084,51334,22386,1360,49,1359,25342,33,786,0.4360852456461604
92086,1675,1152,27,115,49,299,0,33,0.6877611940298507
92091,1458,1175,0,0,186,97,0,0,0.8058984910836763
92101,38023,22954,2833,68,3153,7639,92,1143,0.6036872419325146
92102,44644,8866,4316,162,2500,27550,133,901,0.1985933160111101
92103,34671,24108,1560,89,2238,5539,116,967,0.6953361599030891
92104,44398,22804,2837,110,2538,14608,43,1382,0.5136267399432407
92105,73379,8624,9967,33,13480,39288,47,1842,0.11752681284836261
92106,19250,14315,475,46,982,2499,72,718,0.7436363636363637
92107,29796,22806,529,231,893,4423,97,773,0.7654047523157471
92108,21973,12058,1655,36,1978,5461,0,785,0.5487643926637237
92109,49024,38785,504,124,1402,6783,108,1183,0.7911431135770235
92110,28373,18591,1197,89,1974,5491,25,941,0.6552356113206217
92111,49467,20841,2010,48,10470,13903,227,1826,0.42131117714840194
92113,56478,5275,6220,279,2126,41901,43,591,0.09339919968837423
92114,69635,6211,13355,184,17023,30277,22,2251,0.08919365261721836
92115,65704,25562,8149,160,9054,20100,111,2226,0.3890478509679776
92116,34295,19682,2147,130,1908,9211,47,1168,0.5739029012975653
92117,55978,33270,1065,198,5449,13557,84,2006,0.5943406338204295
92118,22623,17255,649,66,710,3214,35,662,0.7627193564071962
92119,23910,16574,772,44,1537,4024,30,894,0.6931827687160184
92120,29392,19483,1325,69,2339,5110,96,893,0.6628674469243332
92121,4807,2467,54,0,1652,490,20,122,0.5132099022259206
