"GEO_ID","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P005008","P005009","P005010","P005011","P005012","P005013","P005014","P005015","P005016","P005017","NAME"
"id","Total","Total!!Not Hispanic or Latino","Total!!Not Hispanic or Latino!!White alone","Total!!Not Hispanic or Latino!!Black or African American alone","Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Not Hispanic or Latino!!Asian alone","Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Not Hispanic or Latino!!Some Other Race alone","Total!!Not Hispanic or Latino!!Two or More Races","Total!!Hispanic or Latino","Total!!Hispanic or Latino!!White alone","Total!!Hispanic or Latino!!Black or African American alone","Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Hispanic or Latino!!Asian alone","Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Hispanic or Latino!!Some Other Race alone","Total!!Hispanic or Latino!!Two or More Races","Geographic Area Name"
"8600000US91020","8415","7251","4606","90","19","2295","12","15","214","1164","703","13","11","16","0","336","85","ZCTA5 91020"
"8600000US91024","10917","9289","7891","191","30","815","8","39","315","1628","1076","10","14","20","1","351","156","ZCTA5 91024"
"8600000US91030","25616","20851","11179","736","25","7904","6","81","920","4765","2743","35","79","69","3","1341","495","ZCTA5 91030"
"8600000US91040","20372","15403","12836","239","61","1687","15","50","515","4969","2556","33","64","36","7","1931","342","ZCTA5 91040"
"8600000US91042","27585","20445","16450","405","53","2540","13","68","916","7140","3670","66","102","46","3","2751","502","ZCTA5 91042"
"8600000US91046","156","135","119","0","0","6","0","3","7","21","14","0","0","2","0","3","2","ZCTA5 91046"
"8600000US91101","20460","14874","8112","1596","36","4451","13","69","597","5586","2714","74","71","45","10","2326","346","ZCTA5 91101"
"8600000US91103","27480","13290","5210","5516","41","1900","16","70","537","14190","6565","206","164","33","6","6443","773","ZCTA5 91103"
"8600000US91104","36751","22915","15234","3708","47","2618","73","132","1103","13836","6914","303","217","83","7","5434","878","ZCTA5 91104"
"8600000US91105","11254","9659","7383","503","18","1414","4","21","316","1595","1071","16","15","27","2","340","124","ZCTA5 91105"
"8600000US91106","24229","17911","10280","1530","36","5204","22","82","757","6318","3344","93","76","58","4","2340","403","ZCTA5 91106"
"8600000US91107","32940","24620","15389","1659","59","6333","21","101","1058","8320","4776","119","116","90","9","2671","539","ZCTA5 91107"
"8600000US91108","13361","12487","5003","54","1","7065","2","25","337","874","575","2","4","29","0","178","86","ZCTA5 91108"
"8600000US91201","22781","18904","15652","271","11","2010","9","58","893","3877","2072","32","43","52","1","1435","242","ZCTA5 91201"
"8600000US91202","22830","20488","15731","303","15","3579","10","48","802","2342","1483","18","22","42","1","600","176","ZCTA5 91202"
"8600000US91203","13220","10908","7826","175","29","2276","5","19","578","2312","1124","18","13","18","2","990","147","ZCTA5 91203"
"8600000US91204","16032","10670","7013","282","33","2939","17","34","352","5362","2593","39","38","37","6","2314","335","ZCTA5 91204"
"8600000US91205","37810","28211","20989","470","20","5543","11","69","1109","9599","4859","82","114","66","2","3836","640","ZCTA5 91205"
"8600000US91206","33065","28243","20743","498","35","5701","31","58","1177","4822","2868","33","56","62","3","1413","387","ZCTA5 91206"
"8600000US91207","10506","9425","7775","80","9","1212","2","25","322","1081","690","2","12","21","0","264","92","ZCTA5 91207"
"8600000US91208","16245","14471","11212","110","12","2593","3","21","520","1774","1225","12","8","32","2","339","156","ZCTA5 91208"
"8600000US91210","328","298","174","8","0","113","0","2","1","30","5","0","0","0","0","23","2","ZCTA5 91210"
"8600000US91214","30356","27036","17707","176","44","8190","14","44","861","3320","2131","12","57","49","3","743","325","ZCTA5 91214"
"8600000US91301","25488","23163","20204","318","34","1817","24","54","712","2325","1453","15","29","24","2","603","199","ZCTA5 91301"
"8600000US91302","25709","24088","20681","418","43","2025","7","78","836","1621","1114","20","17","15","2","326","127","ZCTA5 91302"
"8600000US91303","26855","10439","5958","1033","44","2766","42","85","511","16416","7100","101","168","36","2","8201","808","ZCTA5 91303"
"8600000US91304","50231","30071","19471","2384","87","6655","60","115","1299","20160","9395","173","217","102","13","9001","1259","ZCTA5 91304"
"8600000US91306","45061","23691","12527","1924","66","7951","39","135","1049","21370","9619","159","197","97","16","9936","1346","ZCTA5 91306"
"8600000US91307","24474","21151","16413","678","31","3131","15","45","838","3323","1925","34","35","37","0","1001","291","ZCTA5 91307"
"8600000US91311","36557","28623","19873","1475","95","5959","52","91","1078","7934","4245","65","113","77","6","2801","627","ZCTA5 91311"
"8600000US91316","26898","23550","19625","929","33","1609","28","49","1277","3348","1748","65","34","20","5","1193","283","ZCTA5 91316"
"8600000US91320","44274","36795","30185","507","80","4610","39","98","1276","7479","4064","63","131","52","9","2589","571","ZCTA5 91320"
"8600000US91321","34882","18948","15052","907","102","2053","51","86","697","15934","7593","143","161","61","13","7201","762","ZCTA5 91321"
"8600000US91324","27669","17659","10655","1252","49","4818","42","86","757","10010","4782","96","81","61","1","4401","588","ZCTA5 91324"
"8600000US91325","32417","21988","13667","1732","51","5409","73","120","936","10429","5054","117","134","71","9","4296","748","ZCTA5 91325"
"8600000US91326","33708","29204","16979","1087","37","9926","26","101","1048","4504","2803","85","29","68","4","1198","317","ZCTA5 91326"
"8600000US91330","2702","1835","710","671","10","320","2","4","118","867","422","42","9","10","5","318","61","ZCTA5 91330"
"8600000US91331","103689","12666","4358","2991","164","4383","77","183","510","91023","41666","471","749","133","41","44294","3669","ZCTA5 91331"
"8600000US91335","74363","36757","22785","2685","139","9035","64","230","1819","37606","17205","344","355","166","26","17434","2076","ZCTA5 91335"
"8600000US91340","34188","2736","1579","544","85","327","20","27","154","31452","15419","125","359","60","15","14314","1160","ZCTA5 91340"
"8600000US91342","91725","23281","12864","4113","269","4879","49","173","934","68444","32939","457","699","212","25","31279","2833","ZCTA5 91342"
"8600000US91343","60254","24816","12730","2406","71","8417","89","187","916","35438","15789","235","349","146","20","17072","1827","ZCTA5 91343"
"8600000US91344","51747","36906","24629","1676","78","8914","40","162","1407","14841","8007","121","189","167","12","5394","951","ZCTA5 91344"
"8600000US91345","18496","6167","3471","611","48","1716","28","54","239","12329","6510","62","142","34","12","5003","566","ZCTA5 91345"
"8600000US91350","33348","25712","20731","864","94","3021","40","96","866","7636","4172","79","102","84","4","2496","699","ZCTA5 91350"
"8600000US91351","32362","19200","14691","1178","83","2212","47","109","880","13162","5770","109","144","59","9","6127","944","ZCTA5 91351"
"8600000US91352","47807","12493","8132","718","85","2947","69","91","451","35314","16693","143","316","87","20","16589","1466","ZCTA5 91352"
"8600000US91354","28722","24231","17722","886","47","4543","37","43","953","4491","2890","36","43","66","6","1070","380","ZCTA5 91354"
"8600000US91355","32605","26893","21538","861","67","3414","31","96","886","5712","3471","47","64","60","3","1536","531","ZCTA5 91355"
"8600000US91356","29458","25369","20852","1212","50","1889","44","73","1249","4089","1952","55","27","19","2","1749","285","ZCTA5 91356"
"8600000US91360","42402","33799","29371","479","99","2683","60","91","1016","8603","5153","66","106","37","5","2681","555","ZCTA5 91360"
"8600000US91361","20438","18794","16652","205","29","1317","21","45","525","1644","1075","14","9","10","2","415","119","ZCTA5 91361"
"8600000US91362","36045","30669","25961","472","46","3206","28","68","888","5376","3489","30","44","25","1","1459","328","ZCTA5 91362"
"8600000US91364","25851","23329","19467","981","38","1617","15","74","1137","2522","1514","57","31","25","3","667","225","ZCTA5 91364"
"8600000US91367","39499","35124","26753","1757","88","4839","52","101","1534","4375","2400","67","64","43","4","1352","445","ZCTA5 91367"
"8600000US91371","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ZCTA5 91371"
"8600000US91377","13811","12985","10903","138","15","1553","8","17","351","826","570","3","17","3","1","145","87","ZCTA5 91377"
"8600000US91381","20158","17067","10842","652","57","4753","26","61","676","3091","1910","35","19","51","9","802","265","ZCTA5 91381"
"8600000US91384","29855","19201","13318","2745","54","2232","31","88","733","10654","3910","97","107","55","7","5954","524","ZCTA5 91384"
"8600000US91387","40328","26840","18796","2475","106","4158","60","101","1144","13488","6033","158","151","87","13","6027","1019","ZCTA5 91387"
"8600000US91390","19786","16003","13402","549","62","1310","19","40","621","3783","2211","33","21","44","2","1133","339","ZCTA5 91390"
"8600000US91401","39285","22610","17883","1635","69","2067","25","123","808","16675","7762","229","221","68","6","7434","955","ZCTA5 91401"
"8600000US91402","69817","19489","6792","1830","94","9772","60","183","758","50328","21417","336","397","105","18","25776","2279","ZCTA5 91402"
"8600000US91403","23484","20947","17196","1119","21","1717","21","75","798","2537","1449","72","18","24","1","746","227","ZCTA5 91403"
"8600000US91405","51145","20203","12574","2414","69","4022","59","218","847","30942","14141","235","260","97","20","14577","1612","ZCTA5 91405"
"8600000US91406","51558","22912","15135","2531","112","3890","59","209","976","28646","13752","243","303","145","16","12309","1878","ZCTA5 91406"
"8600000US91411","24628","11929","8457","1261","66","1545","15","95","490","12699","5820","142","130","46","10","5881","670","ZCTA5 91411"
"8600000US91423","30991","27277","22654","1494","45","1968","29","103","984","3714","2138","107","41","30","4","1078","316","ZCTA5 91423"
"8600000US91436","14372","13522","12025","275","9","733","9","29","442","850","602","25","5","9","0","130","79","ZCTA5 91436"
"8600000US91501","20849","18015","14255","443","20","2493","14","50","740","2834","1659","28","21","45","4","832","245","ZCTA5 91501"
"8600000US91502","11371","7578","5486","396","31","1227","16","23","399","3793","2196","35","67","29","2","1208","256","ZCTA5 91502"
"8600000US91504","24939","18516","13906","500","28","3278","24","64","716","6423","3892","29","55","71","4","1954","418","ZCTA5 91504"
"8600000US91505","30778","22701","17778","811","76","3187","14","75","760","8077","4605","46","82","64","2","2566","712","ZCTA5 91505"
"8600000US91506","18904","13829","10863","388","43","1938","11","44","542","5075","3088","24","72","52","1","1465","373","ZCTA5 91506"
"8600000US91601","37180","20889","14511","2707","89","2412","37","149","984","16291","7514","192","194","81","20","7364","926","ZCTA5 91601"
"8600000US91602","17473","14882","11947","1051","47","1179","9","57","592","2591","1473","71","38","25","0","732","252","ZCTA5 91602"
"8600000US91604","29034","26563","22455","1148","52","1921","23","76","888","2471","1553","46","28","25","3","551","265","ZCTA5 91604"
"8600000US91605","56343","20675","12452","1691","97","5426","26","206","777","35668","15110","242","274","99","12","18118","1813","ZCTA5 91605"
"8600000US91606","44958","19265","14428","1483","73","2270","69","167","775","25693","11591","164","248","68","27","12166","1429","ZCTA5 91606"
"8600000US91607","27927","22464","18523","1390","60","1554","21","111","805","5463","2658","80","71","32","1","2193","428","ZCTA5 91607"
"8600000US91608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ZCTA5 91608"
"8600000US91701","38976","27068","20907","2113","98","2818","84","57","991","11908","7024","107","118","89","8","3624","938","ZCTA5 91701"
"8600000US91702","59705","17275","10349","1459","146","4426","75","77","743","42430","23769","257","565","185","24","15622","2008","ZCTA5 91702"
"8600000US91706","76571","15119","3313","668","92","10529","67","97","353","61452","30495","258","610","207","26","27339","2517","ZCTA5 91706"
"8600000US91708","3369","2250","1015","530","55","483","23","8","136","1119","516","27","45","12","3","429","87","ZCTA5 91708"
"8600000US91709","74796","52995","25015","3225","143","22351","99","180","1982","21801","13018","190","236","325","16","6340","1676","ZCTA5 91709"
"8600000US91710","80358","36122","22454","4082","221","7825","103","207","1230","44236","23140","293","540","232","59","17595","2377","ZCTA5 91710"
"8600000US91711","35705","28618","21028","1594","80","4584","35","71","1226","7087","4204","91","97","64","3","1989","639","ZCTA5 91711"
"8600000US91722","34409","13080","7554","1131","106","3679","48","57","505","21329","11136","128","298","106","11","8591","1059","ZCTA5 91722"
"8600000US91723","18275","8444","5503","708","51","1786","32","34","330","9831","5328","76","172","87","11","3583","574","ZCTA5 91723"
"8600000US91724","26184","14311","9547","847","67","3201","40","78","531","11873","6732","91","158","126","13","4024","729","ZCTA5 91724"
"8600000US91730","66925","39341","23622","7194","183","6217","165","209","1751","27584","14222","420","356","215","35","10492","1844","ZCTA5 91730"
"8600000US91731","29591","9600","1745","177","51","7447","30","23","127","19991","9173","115","222","44","16","9607","814","ZCTA5 91731"
"8600000US91732","61386","19032","3116","292","64","15158","41","47","314","42354","20908","182","578","155","26","18775","1730","ZCTA5 91732"
"8600000US91733","43896","9626","1408","65","42","7871","20","86","134","34270","18430","157","380","70","7","14016","1210","ZCTA5 91733"
"8600000US91737","24740","17858","12847","1859","45","2208","37","43","819","6882","4098","78","109","59","9","1860","669","ZCTA5 91737"
"8600000US91739","34794","23427","13269","3324","83","5523","97","99","1032","11367","6496","155","142","107","8","3539","920","ZCTA5 91739"
"8600000US91740","25356","15466","11950","613","59","2137","30","56","621","9890","5487","69","166","61","7","3402","698","ZCTA5 91740"
"8600000US91741","25824","20110","17327","234","45","1842","13","56","593","5714","3665","30","83","40","3","1349","544","ZCTA5 91741"
"8600000US91744","85040","13301","4429","1052","137","7041","85","107","450","71739","36895","301","735","221","20","31029","2538","ZCTA5 91744"
"8600000US91745","54013","29420","8029","644","68","19875","63","70","671","24593","13835","99","246","187","36","9117","1073","ZCTA5 91745"
"8600000US91746","30485","4354","1515","387","49","2207","35","43","118","26131","14198","87","267","48","11","10596","924","ZCTA5 91746"
"8600000US91748","45406","32827","4404","599","41","27006","56","24","697","12579","6064","84","129","137","1","5456","708","ZCTA5 91748"
"8600000US91750","33249","22962","18377","1158","118","2433","56","59","761","10287","6282","78","173","75","10","2926","743","ZCTA5 91750"
"8600000US91752","30047","12859","8385","1670","87","2036","70","47","564","17188","7805","115","200","53","12","8141","862","ZCTA5 91752"
"8600000US91754","32742","22712","1659","118","39","20418","8","32","438","10030","5453","43","126","181","7","3627","593","ZCTA5 91754"
"8600000US91755","27496","21318","1337","76","12","19537","11","19","326","6178","3222","15","65","146","2","2341","387","ZCTA5 91755"
"8600000US91759","476","430","406","1","7","12","0","1","3","46","29","0","1","0","0","11","5","ZCTA5 91759"
"8600000US91761","56913","19442","10913","3805","118","3519","151","137","799","37471","17990","284","360","138","21","16824","1854","ZCTA5 91761"
"8600000US91762","55857","16724","10770","2416","123","2443","148","161","663","39133","19967","312","539","125","31","16355","1804","ZCTA5 91762"
"8600000US91763","36375","10891","5260","1696","88","3289","60","63","435","25484","13880","206","342","150","14","9732","1160","ZCTA5 91763"
"8600000US91764","54086","15397","8630","3439","130","2295","151","111","641","38689","17120","374","456","112","14","18592","2021","ZCTA5 91764"
"8600000US91765","46457","37324","10180","1979","61","23858","70","71","1105","9133","5506","78","93","209","12","2484","751","ZCTA5 91765"
"8600000US91766","71599","18484","6639","3453","140","7231","111","133","777","53115","26345","346","727","212","14","23242","2229","ZCTA5 91766"
"8600000US91767","48068","16258","7630","4334","127","3209","69","98","791","31810","15992","306","423","90","17","13516","1466","ZCTA5 91767"
"8600000US91768","34537","10156","5034","2362","55","2066","66","51","522","24381","12301","179","322","96","13","10306","1164","ZCTA5 91768"
"8600000US91770","62097","40259","3024","250","73","36400","15","29","468","21838","10644","107","385","191","22","9474","1015","ZCTA5 91770"
"8600000US91773","33119","22656","17240","1011","76","3377","36","58","858","10463","6564","67","156","115","12","2771","778","ZCTA5 91773"
"8600000US91775","23988","18203","6154","300","24","11181","12","37","495","5785","3161","34","73","71","1","2086","359","ZCTA5 91775"
"8600000US91776","38475","27752","2558","326","60","24323","20","40","425","10723","5331","63","152","95","17","4499","566","ZCTA5 91776"
"8600000US91780","34332","27138","7703","257","33","18546","27","34","538","7194","4029","29","128","124","5","2416","463","ZCTA5 91780"
"8600000US91784","25938","20245","15625","943","54","2973","31","54","565","5693","3762","59","70","49","5","1334","414","ZCTA5 91784"
"8600000US91786","51165","28211","19274","4146","136","3362","117","108","1068","22954","12468","319","286","117","21","8128","1615","ZCTA5 91786"
"8600000US91789","43079","34433","6394","1157","39","25819","58","72","894","8646","4980","62","65","190","2","2712","635","ZCTA5 91789"
"8600000US91790","44907","17531","7052","1454","101","8107","60","87","670","27376","13904","231","402","189","28","11328","1294","ZCTA5 91790"
"8600000US91791","32414","15907","6742","1287","70","7171","43","46","548","16507","9428","119","254","145","5","5741","815","ZCTA5 91791"
"8600000US91792","30854","17325","2577","1632","63","12374","39","59","581","13529","6371","132","170","174","25","5786","871","ZCTA5 91792"
"8600000US91801","52735","36071","5714","792","59","28571","25","64","846","16664","8725","127","257","217","13","6281","1044","ZCTA5 91801"
"8600000US91803","30322","18400","2627","286","57","15012","29","36","353","11922","6455","76","165","126","14","4423","663","ZCTA5 91803"
"8600000US91901","17403","14759","13350","200","444","335","46","8","376","2644","1569","21","100","23","6","700","225","ZCTA5 91901"
"8600000US91902","17653","10327","7162","567","58","1904","104","26","506","7326","4435","45","77","73","10","2248","438","ZCTA5 91902"
"8600000US91905","1700","1311","1072","51","104","19","8","11","46","389","202","4","53","0","3","99","28","ZCTA5 91905"
"8600000US91906","3627","2568","2141","112","175","28","6","2","104","1059","555","16","63","7","0","343","75","ZCTA5 91906"
"8600000US91910","75802","30527","18061","2945","241","7111","275","147","1747","45275","25750","409","481","426","97","15747","2365","ZCTA5 91910"
"8600000US91911","82999","24183","13064","2738","211","6009","454","94","1613","58816","32164","468","518","417","80","22403","2766","ZCTA5 91911"
"8600000US91913","40971","22862","8158","2202","65","10630","233","64","1510","18109","10858","204","118","328","51","5366","1184","ZCTA5 91913"
"8600000US91914","15448","8308","3557","654","27","3414","45","20","591","7140","4371","56","44","103","4","2081","481","ZCTA5 91914"
"8600000US91915","24659","13643","5320","1362","56","5808","81","31","985","11016","7052","104","101","177","15","2805","762","ZCTA5 91915"
"8600000US91916","1622","1446","1348","10","27","29","8","6","18","176","110","0","6","1","1","45","13","ZCTA5 91916"
"8600000US91917","992","439","393","12","7","10","0","5","12","553","317","0","5","4","5","196","26","ZCTA5 91917"
"8600000US91931","592","467","451","0","5","3","0","0","8","125","66","0","3","0","0","46","10","ZCTA5 91931"
